department,catalogIRN,date,frequency,cumulative
Anthropology,1018853,2011-03,46,5
Anthropology,1018853,2013-01,46,10
Anthropology,1018853,2013-05,63,15
Anthropology,1018853,2013-10,35,25
Anthropology,1018853,2013-12,12,40
Anthropology,1018853,2014-07,21,55
Anthropology,1018853,2014-08,6,70
Anthropology,1018904,2011-03,27,3
Anthropology,1018904,2013-01,27,6
Anthropology,1018904,2013-10,10,9
Anthropology,1018904,2014-03,18,12
Anthropology,1018904,2014-04,21,15
Anthropology,1018904,2014-05,5,18
Anthropology,1018904,2014-08,4,27
Anthropology,1019037,2011-03,27,3
Anthropology,1019037,2013-01,27,6
Anthropology,1019037,2013-05,75,12
Anthropology,1019037,2014-02,5,15
Anthropology,1019037,2014-03,18,18
Anthropology,1019037,2014-07,4,21
Anthropology,1019037,2014-08,4,30
Anthropology,1019146,2011-03,27,3
Anthropology,1019146,2013-02,10,6
Anthropology,1019146,2013-05,38,9
Anthropology,1019146,2014-02,5,12
Anthropology,1019146,2014-07,8,18
Anthropology,1019146,2014-08,7,36
Anthropology,1019153,2011-03,18,2
Anthropology,1019153,2012-01,89,10
Anthropology,1019153,2013-01,18,12
Anthropology,1019153,2014-02,10,18
Anthropology,1019153,2014-07,3,20
Anthropology,1019153,2014-08,4,30
Anthropology,1019215,2011-03,18,2
Anthropology,1019215,2011-08,33,4
Anthropology,1019215,2014-01,40,6
Anthropology,1019215,2014-02,3,8
Anthropology,1019215,2014-05,3,10
Anthropology,1019215,2014-08,2,16
Anthropology,1019280,2011-03,9,1
Anthropology,1019280,2013-02,10,4
Anthropology,1019280,2014-02,2,5
Anthropology,1019280,2014-05,2,6
Anthropology,1019280,2014-07,1,7
Anthropology,1019280,2014-08,2,11
Anthropology,1019423,2011-03,18,2
Anthropology,1019423,2013-02,7,4
Anthropology,1019423,2013-05,25,6
Anthropology,1019423,2014-02,3,8
Anthropology,1019423,2014-07,3,10
Anthropology,1019423,2014-08,3,18
Anthropology,1019587,2011-03,27,3
Anthropology,1019587,2013-02,10,6
Anthropology,1019587,2013-05,38,9
Anthropology,1019587,2014-02,5,12
Anthropology,1019587,2014-03,18,15
Anthropology,1019587,2014-04,21,18
Anthropology,1019587,2014-07,8,24
Anthropology,1019587,2014-08,5,36
Anthropology,1019644,2011-03,18,2
Anthropology,1019644,2012-01,89,10
Anthropology,1019644,2013-01,18,12
Anthropology,1019644,2014-02,6,16
Anthropology,1019644,2014-08,6,30
Anthropology,1019762,2011-03,27,3
Anthropology,1019762,2013-02,10,6
Anthropology,1019762,2013-05,75,12
Anthropology,1019762,2013-12,2,15
Anthropology,1019762,2014-07,13,24
Anthropology,1019762,2014-08,6,39
Anthropology,1020555,2011-03,9,1
Anthropology,1020555,2012-12,33,2
Anthropology,1020555,2013-12,1,3
Anthropology,1020555,2014-03,6,4
Anthropology,1020555,2014-04,7,5
Anthropology,1020555,2014-08,2,9
Anthropology,1020872,2011-03,9,1
Anthropology,1020872,2013-02,10,4
Anthropology,1020872,2013-11,17,5
Anthropology,1020872,2014-02,2,6
Anthropology,1020872,2014-05,2,7
Anthropology,1020872,2014-06,13,8
Anthropology,1020872,2014-08,2,12
Anthropology,1021021,2011-03,9,1
Anthropology,1021021,2013-02,10,4
Anthropology,1021021,2013-11,17,5
Anthropology,1021021,2014-04,7,6
Anthropology,1021021,2014-05,2,7
Anthropology,1021021,2014-08,2,11
Anthropology,1021176,2011-03,27,3
Anthropology,1021176,2012-12,100,6
Anthropology,1021176,2013-02,20,12
Anthropology,1021176,2014-07,8,18
Anthropology,1021176,2014-08,5,30
Anthropology,1021540,2011-03,27,3
Anthropology,1021540,2013-01,27,6
Anthropology,1021540,2013-11,50,9
Anthropology,1021540,2013-12,2,12
Anthropology,1021540,2014-02,5,15
Anthropology,1021540,2014-07,4,18
Anthropology,1021540,2014-08,4,27
Anthropology,1021607,2011-03,18,2
Anthropology,1021607,2013-08,25,4
Anthropology,1021607,2014-07,3,6
Anthropology,1021607,2014-08,2,12
Anthropology,1021607,2014-09,9,14
Anthropology,1021608,2011-03,27,3
Anthropology,1021608,2013-08,38,6
Anthropology,1021608,2014-07,4,9
Anthropology,1021608,2014-08,4,18
Anthropology,1021608,2014-09,14,21
Anthropology,1021609,2011-03,18,2
Anthropology,1021609,2013-08,25,4
Anthropology,1021609,2014-03,12,6
Anthropology,1021609,2014-07,3,8
Anthropology,1021609,2014-08,2,14
Anthropology,1021609,2014-09,9,16
Anthropology,1021666,2011-03,18,2
Anthropology,1021666,2013-01,18,4
Anthropology,1021666,2013-11,33,6
Anthropology,1021666,2013-12,2,8
Anthropology,1021666,2014-02,3,10
Anthropology,1021666,2014-07,3,12
Anthropology,1021666,2014-08,2,18
Anthropology,1021667,2011-03,18,2
Anthropology,1021667,2013-01,18,4
Anthropology,1021667,2013-11,100,10
Anthropology,1021667,2013-12,2,12
Anthropology,1021667,2014-02,3,14
Anthropology,1021667,2014-07,3,16
Anthropology,1021667,2014-08,2,22
Anthropology,1021668,2011-03,18,2
Anthropology,1021668,2013-01,18,4
Anthropology,1021668,2013-11,33,6
Anthropology,1021668,2013-12,2,8
Anthropology,1021668,2014-07,3,10
Anthropology,1021668,2014-08,3,18
Anthropology,1021669,2009-04,67,4
Anthropology,1021669,2010-01,50,6
Anthropology,1021669,2011-03,18,8
Anthropology,1021669,2013-01,18,10
Anthropology,1021669,2014-08,2,16
Anthropology,1021694,2011-03,18,2
Anthropology,1021694,2013-01,18,4
Anthropology,1021694,2013-12,2,6
Anthropology,1021694,2014-02,3,8
Anthropology,1021694,2014-08,2,14
Anthropology,1021870,2011-03,18,2
Anthropology,1021870,2013-08,25,4
Anthropology,1021870,2013-11,33,6
Anthropology,1021870,2013-12,2,8
Anthropology,1021870,2014-07,3,10
Anthropology,1021870,2014-08,2,16
Anthropology,1021870,2014-09,9,18
Anthropology,1021933,2011-03,18,2
Anthropology,1021933,2013-08,25,4
Anthropology,1021933,2013-11,33,6
Anthropology,1021933,2013-12,2,8
Anthropology,1021933,2014-07,3,10
Anthropology,1021933,2014-08,2,16
Anthropology,1021933,2014-09,9,18
Anthropology,1021934,2011-03,27,3
Anthropology,1021934,2013-08,38,6
Anthropology,1021934,2013-11,50,9
Anthropology,1021934,2013-12,2,12
Anthropology,1021934,2014-07,4,15
Anthropology,1021934,2014-08,4,24
Anthropology,1021934,2014-09,14,27
Anthropology,1021941,2011-03,27,3
Anthropology,1021941,2013-08,38,6
Anthropology,1021941,2013-11,50,9
Anthropology,1021941,2013-12,2,12
Anthropology,1021941,2014-07,4,15
Anthropology,1021941,2014-08,4,24
Anthropology,1021941,2014-09,14,27
Anthropology,1021944,2011-03,36,4
Anthropology,1021944,2013-08,50,8
Anthropology,1021944,2013-11,67,12
Anthropology,1021944,2013-12,3,16
Anthropology,1021944,2014-07,6,20
Anthropology,1021944,2014-08,5,32
Anthropology,1021945,2011-03,36,4
Anthropology,1021945,2013-08,50,8
Anthropology,1021945,2013-11,67,12
Anthropology,1021945,2013-12,3,16
Anthropology,1021945,2014-07,6,20
Anthropology,1021945,2014-08,5,32
Anthropology,1021945,2014-09,18,36
Anthropology,1021946,2011-03,36,4
Anthropology,1021946,2013-08,50,8
Anthropology,1021946,2013-11,67,12
Anthropology,1021946,2013-12,6,20
Anthropology,1021946,2014-07,6,24
Anthropology,1021946,2014-08,5,36
Anthropology,1021946,2014-09,18,40
Anthropology,1021956,2011-03,9,1
Anthropology,1021956,2013-03,20,2
Anthropology,1021956,2013-11,17,3
Anthropology,1021956,2014-02,3,5
Anthropology,1021956,2014-08,2,9
Anthropology,1021956,2014-09,5,10
Anthropology,1021957,2011-03,9,1
Anthropology,1021957,2013-03,20,2
Anthropology,1021957,2013-11,17,3
Anthropology,1021957,2014-02,3,5
Anthropology,1021957,2014-08,2,9
Anthropology,1021957,2014-09,14,12
Anthropology,1021958,2011-03,9,1
Anthropology,1021958,2013-03,20,2
Anthropology,1021958,2013-11,17,3
Anthropology,1021958,2014-02,3,5
Anthropology,1021958,2014-08,2,9
Anthropology,1021958,2014-09,14,12
Anthropology,1021959,2011-03,9,1
Anthropology,1021959,2013-03,20,2
Anthropology,1021959,2014-01,20,3
Anthropology,1021959,2014-08,2,7
Anthropology,1021959,2014-09,14,10
Anthropology,1021960,2011-03,27,3
Anthropology,1021960,2013-03,60,6
Anthropology,1021960,2014-02,5,9
Anthropology,1021960,2014-07,4,12
Anthropology,1021960,2014-08,4,21
Anthropology,1021960,2014-09,41,30
Anthropology,1021995,2011-03,27,3
Anthropology,1021995,2013-08,38,6
Anthropology,1021995,2014-03,18,9
Anthropology,1021995,2014-07,4,12
Anthropology,1021995,2014-08,4,21
Anthropology,1021995,2014-09,14,24
Anthropology,1021996,2011-03,27,3
Anthropology,1021996,2013-08,38,6
Anthropology,1021996,2014-03,18,9
Anthropology,1021996,2014-07,4,12
Anthropology,1021996,2014-08,4,21
Anthropology,1021996,2014-09,14,24
Anthropology,1021997,2011-03,27,3
Anthropology,1021997,2013-08,38,6
Anthropology,1021997,2014-03,18,9
Anthropology,1021997,2014-07,4,12
Anthropology,1021997,2014-08,4,21
Anthropology,1021997,2014-09,14,24
Anthropology,1021998,2011-03,46,5
Anthropology,1021998,2013-08,63,10
Anthropology,1021998,2014-07,7,15
Anthropology,1021998,2014-08,6,30
Anthropology,1021998,2014-09,23,35
Anthropology,1021999,2011-03,36,4
Anthropology,1021999,2013-08,50,8
Anthropology,1021999,2014-03,24,12
Anthropology,1021999,2014-07,6,16
Anthropology,1021999,2014-08,5,28
Anthropology,1021999,2014-09,18,32
Anthropology,1022004,2011-03,36,4
Anthropology,1022004,2013-08,50,8
Anthropology,1022004,2013-11,67,12
Anthropology,1022004,2013-12,3,16
Anthropology,1022004,2014-07,6,20
Anthropology,1022004,2014-08,5,32
Anthropology,1022004,2014-09,18,36
Anthropology,1022006,2011-03,27,3
Anthropology,1022006,2013-02,10,6
Anthropology,1022006,2013-05,38,9
Anthropology,1022006,2014-05,5,12
Anthropology,1022006,2014-07,13,21
Anthropology,1022006,2014-08,6,36
Anthropology,1022022,2011-03,18,2
Anthropology,1022022,2013-08,25,4
Anthropology,1022022,2013-11,33,6
Anthropology,1022022,2014-02,3,8
Anthropology,1022022,2014-03,12,10
Anthropology,1022022,2014-07,3,12
Anthropology,1022022,2014-08,2,18
Anthropology,1022022,2014-09,9,20
Anthropology,1022172,2011-03,9,1
Anthropology,1022172,2012-03,33,2
Anthropology,1022172,2013-05,13,3
Anthropology,1022172,2013-10,3,4
Anthropology,1022172,2014-03,6,5
Anthropology,1022172,2014-04,7,6
Anthropology,1022172,2014-08,2,11
Anthropology,1022173,2011-03,9,1
Anthropology,1022173,2013-05,13,2
Anthropology,1022173,2013-10,3,3
Anthropology,1022173,2014-03,6,4
Anthropology,1022173,2014-04,7,5
Anthropology,1022173,2014-08,2,10
Anthropology,1022174,2011-03,9,1
Anthropology,1022174,2013-05,13,2
Anthropology,1022174,2013-10,3,3
Anthropology,1022174,2013-12,2,6
Anthropology,1022174,2014-05,2,7
Anthropology,1022174,2014-07,1,8
Anthropology,1022174,2014-08,2,12
Anthropology,1022662,2011-03,18,2
Anthropology,1022662,2012-11,13,4
Anthropology,1022662,2013-02,13,8
Anthropology,1022662,2013-11,33,10
Anthropology,1022662,2014-02,3,12
Anthropology,1022662,2014-06,25,14
Anthropology,1022662,2014-08,4,24
Anthropology,1022953,2011-03,18,2
Anthropology,1022953,2012-11,13,4
Anthropology,1022953,2013-02,13,8
Anthropology,1022953,2014-04,14,10
Anthropology,1022953,2014-07,3,12
Anthropology,1022953,2014-08,3,20
Anthropology,1025600,2011-03,18,2
Anthropology,1025600,2013-01,18,4
Anthropology,1025600,2013-02,7,6
Anthropology,1025600,2013-12,2,8
Anthropology,1025600,2014-06,25,10
Anthropology,1025600,2014-08,3,18
Anthropology,1025686,2011-03,18,2
Anthropology,1025686,2013-02,7,4
Anthropology,1025686,2013-05,25,6
Anthropology,1025686,2013-10,7,8
Anthropology,1025686,2014-08,6,22
Anthropology,1025689,2011-03,18,2
Anthropology,1025689,2013-02,7,4
Anthropology,1025689,2013-05,25,6
Anthropology,1025689,2013-11,33,8
Anthropology,1025689,2014-08,5,20
Anthropology,1025690,2011-03,18,2
Anthropology,1025690,2013-02,7,4
Anthropology,1025690,2013-05,25,6
Anthropology,1025690,2014-02,3,8
Anthropology,1025690,2014-07,3,10
Anthropology,1025690,2014-08,3,18
Anthropology,1026810,2011-03,9,1
Anthropology,1026810,2013-05,13,2
Anthropology,1026810,2013-10,3,3
Anthropology,1026810,2013-12,2,6
Anthropology,1026810,2014-01,20,7
Anthropology,1026810,2014-08,2,12
Anthropology,1026813,2011-03,9,1
Anthropology,1026813,2013-05,13,2
Anthropology,1026813,2013-10,3,3
Anthropology,1026813,2013-12,2,6
Anthropology,1026813,2014-01,20,7
Anthropology,1026813,2014-08,2,12
Anthropology,1027029,2009-04,33,2
Anthropology,1027029,2010-01,25,3
Anthropology,1027029,2011-03,9,4
Anthropology,1027029,2013-04,3,5
Anthropology,1027029,2013-11,17,6
Anthropology,1027029,2014-02,2,7
Anthropology,1027029,2014-08,2,11
Anthropology,1027029,2014-09,5,12
Anthropology,1027030,2009-04,100,6
Anthropology,1027030,2010-01,75,9
Anthropology,1027030,2011-03,27,12
Anthropology,1027030,2013-04,10,15
Anthropology,1027030,2014-02,5,18
Anthropology,1027030,2014-07,4,21
Anthropology,1027030,2014-08,4,30
Anthropology,1027030,2014-09,41,39
Anthropology,1027189,2011-03,46,5
Anthropology,1027189,2012-11,33,10
Anthropology,1027189,2013-03,100,15
Anthropology,1027189,2013-12,4,20
Anthropology,1027189,2014-08,8,40
Anthropology,1027213,2011-03,27,3
Anthropology,1027213,2012-11,20,6
Anthropology,1027213,2013-03,60,9
Anthropology,1027213,2013-11,50,12
Anthropology,1027213,2014-02,5,15
Anthropology,1027213,2014-08,6,30
Anthropology,1027214,2011-03,27,3
Anthropology,1027214,2012-11,20,6
Anthropology,1027214,2013-03,60,9
Anthropology,1027214,2014-02,5,12
Anthropology,1027214,2014-08,4,21
Anthropology,1027829,2011-03,27,3
Anthropology,1027829,2013-07,75,6
Anthropology,1027829,2014-01,60,9
Anthropology,1027829,2014-02,5,12
Anthropology,1027829,2014-03,18,15
Anthropology,1027829,2014-05,10,21
Anthropology,1027829,2014-08,4,30
Anthropology,1027984,2011-03,9,1
Anthropology,1027984,2013-01,9,2
Anthropology,1027984,2013-10,3,3
Anthropology,1027984,2014-02,2,4
Anthropology,1027984,2014-06,13,5
Anthropology,1027984,2014-07,1,6
Anthropology,1027984,2014-08,2,10
Anthropology,1028275,2011-03,9,1
Anthropology,1028275,2011-08,17,2
Anthropology,1028275,2013-01,9,3
Anthropology,1028275,2014-01,20,4
Anthropology,1028275,2014-02,2,5
Anthropology,1028275,2014-06,13,6
Anthropology,1028275,2014-07,1,7
Anthropology,1028275,2014-08,2,12
Anthropology,1028355,2011-03,9,1
Anthropology,1028355,2013-05,13,2
Anthropology,1028355,2014-02,2,3
Anthropology,1028355,2014-05,2,4
Anthropology,1028355,2014-06,13,5
Anthropology,1028355,2014-08,2,9
Anthropology,1028423,2011-03,18,2
Anthropology,1028423,2013-01,18,4
Anthropology,1028423,2014-02,3,6
Anthropology,1028423,2014-07,6,10
Anthropology,1028423,2014-08,4,20
Anthropology,1028452,2011-03,9,1
Anthropology,1028452,2013-01,9,2
Anthropology,1028452,2014-02,3,4
Anthropology,1028452,2014-06,13,5
Anthropology,1028452,2014-07,1,6
Anthropology,1028452,2014-08,2,12
Anthropology,1028481,2011-03,18,2
Anthropology,1028481,2013-02,7,4
Anthropology,1028481,2013-06,50,6
Anthropology,1028481,2013-12,2,8
Anthropology,1028481,2014-02,3,10
Anthropology,1028481,2014-07,6,14
Anthropology,1028481,2014-08,3,22
Anthropology,1028517,2011-03,9,1
Anthropology,1028517,2013-01,9,2
Anthropology,1028517,2013-10,7,4
Anthropology,1028517,2013-12,2,7
Anthropology,1028517,2014-07,1,8
Anthropology,1028517,2014-08,2,12
Anthropology,1028604,2011-03,18,2
Anthropology,1028604,2012-01,22,4
Anthropology,1028604,2013-01,18,6
Anthropology,1028604,2013-02,7,8
Anthropology,1028604,2013-12,3,12
Anthropology,1028604,2014-02,3,14
Anthropology,1028604,2014-03,12,16
Anthropology,1028604,2014-08,3,24
Anthropology,1028627,2011-03,27,3
Anthropology,1028627,2013-01,27,6
Anthropology,1028627,2013-02,10,9
Anthropology,1028627,2013-05,38,12
Anthropology,1028627,2013-12,2,15
Anthropology,1028627,2014-06,38,18
Anthropology,1028627,2014-07,4,21
Anthropology,1028627,2014-08,6,36
Anthropology,1028706,2011-03,18,2
Anthropology,1028706,2012-01,22,4
Anthropology,1028706,2013-01,18,6
Anthropology,1028706,2014-01,80,10
Anthropology,1028706,2014-05,6,14
Anthropology,1028706,2014-08,3,22
Anthropology,1028718,2011-03,9,1
Anthropology,1028718,2013-12,1,2
Anthropology,1028718,2014-01,20,3
Anthropology,1028718,2014-02,2,4
Anthropology,1028718,2014-04,7,5
Anthropology,1028718,2014-07,1,6
Anthropology,1028718,2014-08,1,9
Anthropology,1028755,2011-03,9,1
Anthropology,1028755,2013-01,9,2
Anthropology,1028755,2013-09,6,3
Anthropology,1028755,2014-02,2,4
Anthropology,1028755,2014-06,13,5
Anthropology,1028755,2014-08,2,10
Anthropology,1028757,2011-03,27,3
Anthropology,1028757,2012-01,33,6
Anthropology,1028757,2013-01,27,9
Anthropology,1028757,2013-09,19,12
Anthropology,1028757,2014-02,5,15
Anthropology,1028757,2014-07,8,21
Anthropology,1028757,2014-08,5,33
Anthropology,1028798,2011-03,27,3
Anthropology,1028798,2013-01,27,6
Anthropology,1028798,2013-12,5,12
Anthropology,1028798,2014-04,21,15
Anthropology,1028798,2014-06,75,21
Anthropology,1028798,2014-08,4,30
Anthropology,1029105,2011-03,18,2
Anthropology,1029105,2013-02,13,6
Anthropology,1029105,2014-01,40,8
Anthropology,1029105,2014-04,14,10
Anthropology,1029105,2014-05,3,12
Anthropology,1029105,2014-08,3,20
Anthropology,1029280,2008-10,100,15
Anthropology,1029280,2012-11,100,30
Anthropology,1029280,2013-02,100,60
Anthropology,1029280,2014-07,21,75
Anthropology,1029280,2014-08,24,135
Anthropology,1029325,2011-03,9,1
Anthropology,1029325,2013-02,7,3
Anthropology,1029325,2013-11,17,4
Anthropology,1029325,2014-06,13,5
Anthropology,1029325,2014-07,1,6
Anthropology,1029325,2014-08,1,9
Anthropology,1029365,2011-03,9,1
Anthropology,1029365,2013-02,7,3
Anthropology,1029365,2013-11,17,4
Anthropology,1029365,2014-06,13,5
Anthropology,1029365,2014-07,1,6
Anthropology,1029365,2014-08,1,9
Anthropology,1029366,2011-03,9,1
Anthropology,1029366,2013-02,7,3
Anthropology,1029366,2013-11,17,4
Anthropology,1029366,2014-02,2,5
Anthropology,1029366,2014-06,13,6
Anthropology,1029366,2014-07,1,7
Anthropology,1029366,2014-08,1,10
Anthropology,1029367,2011-03,9,1
Anthropology,1029367,2013-02,7,3
Anthropology,1029367,2013-11,17,4
Anthropology,1029367,2014-02,2,5
Anthropology,1029367,2014-06,13,6
Anthropology,1029367,2014-07,1,7
Anthropology,1029367,2014-08,1,10
Anthropology,1029370,2011-03,9,1
Anthropology,1029370,2012-12,33,2
Anthropology,1029370,2013-02,7,4
Anthropology,1029370,2013-11,17,5
Anthropology,1029370,2014-02,2,6
Anthropology,1029370,2014-06,13,7
Anthropology,1029370,2014-07,1,8
Anthropology,1029370,2014-08,1,11
Anthropology,1029371,2011-03,9,1
Anthropology,1029371,2013-02,7,3
Anthropology,1029371,2013-11,17,4
Anthropology,1029371,2014-06,13,5
Anthropology,1029371,2014-07,1,6
Anthropology,1029371,2014-08,1,9
Anthropology,1029372,2011-03,9,1
Anthropology,1029372,2013-02,7,3
Anthropology,1029372,2013-11,17,4
Anthropology,1029372,2014-06,13,5
Anthropology,1029372,2014-07,1,6
Anthropology,1029372,2014-08,1,9
Anthropology,1029373,2011-03,9,1
Anthropology,1029373,2013-02,7,3
Anthropology,1029373,2013-11,17,4
Anthropology,1029373,2014-02,2,5
Anthropology,1029373,2014-06,13,6
Anthropology,1029373,2014-07,1,7
Anthropology,1029373,2014-08,1,10
Anthropology,1029374,2008-10,20,3
Anthropology,1029374,2012-11,20,6
Anthropology,1029374,2013-02,20,12
Anthropology,1029374,2014-07,4,15
Anthropology,1029374,2014-08,5,27
Anthropology,1029523,2011-03,9,1
Anthropology,1029523,2013-01,9,2
Anthropology,1029523,2014-02,2,3
Anthropology,1029523,2014-06,38,6
Anthropology,1029523,2014-08,2,11
Anthropology,1083522,2009-10,25,1
Anthropology,1083522,2013-11,17,2
Anthropology,1083522,2014-02,2,3
Anthropology,1083522,2014-07,1,4
Anthropology,1083522,2014-08,2,8
Anthropology,1083625,2009-10,25,1
Anthropology,1083625,2014-01,20,2
Anthropology,1083625,2014-02,2,3
Anthropology,1083625,2014-07,1,4
Anthropology,1083625,2014-08,2,8
Anthropology,1083690,2011-03,18,2
Anthropology,1083690,2014-02,3,4
Anthropology,1083690,2014-05,3,6
Anthropology,1083690,2014-06,25,8
Anthropology,1083690,2014-08,3,16
Anthropology,1083932,2011-03,18,2
Anthropology,1083932,2011-06,25,4
Anthropology,1083932,2013-12,2,6
Anthropology,1083932,2014-01,40,8
Anthropology,1083932,2014-02,3,10
Anthropology,1083932,2014-08,5,22
Anthropology,1084042,2011-03,18,2
Anthropology,1084042,2014-01,40,4
Anthropology,1084042,2014-03,24,8
Anthropology,1084042,2014-05,3,10
Anthropology,1084042,2014-06,25,12
Anthropology,1084042,2014-08,3,20
Anthropology,1086405,2011-03,27,3
Anthropology,1086405,2013-02,10,6
Anthropology,1086405,2013-05,38,9
Anthropology,1086405,2014-02,5,12
Anthropology,1086405,2014-07,8,18
Anthropology,1086405,2014-08,6,33
Anthropology,1086760,2011-03,18,2
Anthropology,1086760,2013-05,25,4
Anthropology,1086760,2013-10,7,6
Anthropology,1086760,2014-02,3,8
Anthropology,1086760,2014-08,3,16
Anthropology,1086773,2011-03,18,2
Anthropology,1086773,2013-01,18,4
Anthropology,1086773,2013-09,38,10
Anthropology,1086773,2014-02,3,12
Anthropology,1086773,2014-06,25,14
Anthropology,1086773,2014-08,4,24
Anthropology,1086810,2011-03,46,5
Anthropology,1086810,2013-01,46,10
Anthropology,1086810,2014-02,8,15
Anthropology,1086810,2014-06,63,20
Anthropology,1086810,2014-08,8,40
Anthropology,1087272,2011-03,73,8
Anthropology,1087272,2013-02,27,16
Anthropology,1087272,2013-04,28,24
Anthropology,1087272,2014-02,13,32
Anthropology,1087272,2014-06,100,40
Anthropology,1087272,2014-08,16,80
Anthropology,1120885,2009-10,50,2
Anthropology,1120885,2010-01,100,6
Anthropology,1120885,2011-11,7,8
Anthropology,1120885,2014-03,12,10
Anthropology,1120885,2014-05,3,12
Anthropology,1120885,2014-06,25,14
Anthropology,1120885,2014-08,2,20
Anthropology,1139502,2009-10,100,4
Anthropology,1139502,2010-01,100,8
Anthropology,1139502,2011-11,7,10
Anthropology,1139502,2014-03,12,12
Anthropology,1139502,2014-05,3,14
Anthropology,1139502,2014-08,3,22
Anthropology,1139533,2009-10,50,2
Anthropology,1139533,2010-01,100,6
Anthropology,1139533,2011-11,7,8
Anthropology,1139533,2014-03,12,10
Anthropology,1139533,2014-05,3,12
Anthropology,1139533,2014-06,25,14
Anthropology,1139533,2014-08,3,22
Anthropology,1139783,2009-10,50,2
Anthropology,1139783,2010-01,100,6
Anthropology,1139783,2011-11,7,8
Anthropology,1139783,2013-03,40,10
Anthropology,1139783,2014-03,12,12
Anthropology,1139783,2014-05,3,14
Anthropology,1139783,2014-06,25,16
Anthropology,1139783,2014-08,3,24
Anthropology,1139863,2009-10,50,2
Anthropology,1139863,2010-01,100,6
Anthropology,1139863,2011-11,7,8
Anthropology,1139863,2014-03,12,10
Anthropology,1139863,2014-05,3,12
Anthropology,1139863,2014-06,25,14
Anthropology,1139863,2014-08,3,22
Anthropology,1140097,2011-03,18,2
Anthropology,1140097,2011-06,25,4
Anthropology,1140097,2013-10,7,6
Anthropology,1140097,2014-01,40,8
Anthropology,1140097,2014-03,12,10
Anthropology,1140097,2014-08,3,18
Anthropology,1140304,2011-03,18,2
Anthropology,1140304,2012-12,67,4
Anthropology,1140304,2014-02,3,6
Anthropology,1140304,2014-07,3,8
Anthropology,1140304,2014-08,4,18
Anthropology,1140517,2008-12,100,567
Anthropology,1140517,2013-12,100,693
Anthropology,1140517,2014-02,100,756
Anthropology,1140517,2014-05,100,819
Anthropology,1140517,2014-07,88,882
Anthropology,1140517,2014-08,100,1134
Anthropology,1140867,2011-03,46,5
Anthropology,1140867,2013-08,63,10
Anthropology,1140867,2013-12,4,15
Anthropology,1140867,2014-05,8,20
Anthropology,1140867,2014-08,6,35
Anthropology,1142125,2011-03,9,1
Anthropology,1142125,2013-12,1,2
Anthropology,1142125,2014-02,2,3
Anthropology,1142125,2014-08,1,6
Anthropology,1142125,2014-09,5,7
Anthropology,1142686,2011-03,18,2
Anthropology,1142686,2012-01,44,6
Anthropology,1142686,2013-02,7,8
Anthropology,1142686,2014-02,6,12
Anthropology,1142686,2014-07,3,14
Anthropology,1142686,2014-08,4,24
Anthropology,1142687,2011-03,18,2
Anthropology,1142687,2012-01,89,10
Anthropology,1142687,2013-02,7,12
Anthropology,1142687,2014-02,3,14
Anthropology,1142687,2014-08,5,26
Anthropology,1142689,2011-03,36,4
Anthropology,1142689,2013-02,13,8
Anthropology,1142689,2013-04,14,12
Anthropology,1142689,2014-02,13,20
Anthropology,1142689,2014-07,6,24
Anthropology,1142689,2014-08,8,44
Anthropology,1142691,2011-03,18,2
Anthropology,1142691,2012-01,89,10
Anthropology,1142691,2012-09,40,12
Anthropology,1142691,2013-02,7,14
Anthropology,1142691,2014-02,3,16
Anthropology,1142691,2014-07,3,18
Anthropology,1142691,2014-08,4,28
Anthropology,1142692,2011-03,18,2
Anthropology,1142692,2013-02,7,4
Anthropology,1142692,2014-02,6,8
Anthropology,1142692,2014-07,3,10
Anthropology,1142692,2014-08,4,20
Anthropology,1142694,2011-03,9,1
Anthropology,1142694,2013-02,3,2
Anthropology,1142694,2013-12,1,3
Anthropology,1142694,2014-02,2,4
Anthropology,1142694,2014-07,1,5
Anthropology,1142694,2014-08,2,9
Anthropology,1143011,2011-03,9,1
Anthropology,1143011,2013-02,3,2
Anthropology,1143011,2014-02,2,3
Anthropology,1143011,2014-07,1,4
Anthropology,1143011,2014-08,2,8
Anthropology,1143012,2011-03,18,2
Anthropology,1143012,2012-01,89,10
Anthropology,1143012,2013-02,7,12
Anthropology,1143012,2013-11,33,14
Anthropology,1143012,2014-02,6,18
Anthropology,1143012,2014-03,12,20
Anthropology,1143012,2014-07,3,22
Anthropology,1143012,2014-08,2,28
Anthropology,1143117,2011-03,18,2
Anthropology,1143117,2013-02,7,4
Anthropology,1143117,2014-02,6,8
Anthropology,1143117,2014-07,3,10
Anthropology,1143117,2014-08,3,18
Anthropology,1150482,2011-03,9,1
Anthropology,1150482,2013-10,3,2
Anthropology,1150482,2014-02,2,3
Anthropology,1150482,2014-06,13,4
Anthropology,1150482,2014-08,2,9
Anthropology,1151933,2008-12,0,1
Anthropology,1151933,2011-03,9,2
Anthropology,1151933,2013-12,1,3
Anthropology,1151933,2014-07,1,4
Anthropology,1151933,2014-08,2,8
Anthropology,1151936,2008-12,0,1
Anthropology,1151936,2011-03,9,2
Anthropology,1151936,2013-12,1,3
Anthropology,1151936,2014-07,1,4
Anthropology,1151936,2014-08,2,8
Anthropology,1151937,2008-12,0,1
Anthropology,1151937,2011-03,9,2
Anthropology,1151937,2013-12,1,3
